2317	30453341_1	Take any DNA test with a mountain of salt .	train	0.0
6335	30451923_2	They need to give them mandatory DNA tests and kick them all out of France .	train	1.0
216	14104877_2	Me , I love ' em any height .	train	0.0
4270	14670227_1	Hi.	train	0.0
5218	30558444_1	This thread is already kind of worthless so here 's a People of Walmart picture !	train	0.0
2099	14013941_3	It has only taken 14 months to arrive to this point .	train	0.0
871	13450842_4	We do not want to annhilate other races , we simply want to preserve our own .	train	0.0
10528	30771696_1	Holocaust is a Holohoax .	train	1.0
2106	13490691_3	It is good to see it back on public display at the Kremlin .	train	0.0
2574	30603485_1	I use 40mm grenade ammo cans , rubber sealed and air tight and you can find them for about $ 20 a piece .	train	0.0
3198	30580264_2	There is not a show on tv that is n't a propaganda vehicle for `` The Agenda '' ( white genocide ) .	train	0.0
4230	14070837_1	They have been heavily attacked lately .	train	0.0
2927	14106792_1	if any one has any info on the austin texas band Straight Laced any info please contact me at skinranger@yahoo.com white power 88	train	0.0
228	13449604_1	because they deserve at least a taste of it for helping the white liberals and Jews push it on us I do n't think we should allow it to destroy them though .	train	1.0
10834	31765387_2	And yes , they will steal anything from whites because they think whites owe them something , so it 's ok to steal .	train	1.0
600	13501262_3	This is great !	train	0.0
3503	14276578_1	There are many interesting listings on this web site , including Stormfront 's own Advance Scout forum which teaches the principles of Pioneer Little Europe : http://www.angelfire.com/nv/micronations/usa.html	train	0.0
3042	30471791_3	I live in northern Alberta and even there I ca n't get away from them .	train	0.0
10881	30406276_2	Raising 1 healthy , racially aware child is worth more than all the libtard and mud children in the world .	train	1.0
4631	14266973_1	Here is a synosis I just found on google : There is much more to this as I hope to show when my package arrives .	train	0.0
4914	13494421_6	Lowest birthrate in world .	train	0.0
7991	14039939_1	i would move to surrey just outside Kingston upon Thames ok Kingston is infested but outer areas are not too bad inner London is just a joke	train	1.0
3095	30446292_1	Was at Walmart the other day and for 100 rounds it 's about $ 25 for 9mm , and about $ 40 for .40 and .45 .	train	0.0
5440	12846382_1	Look for Don McAlvany 's `` Revolution and Betrayal '' The terrorist-pig was caught red-handed with tens of thousands of grenades and anti-personnel mines .	train	0.0
751	13629257_1	More likely they 're afraid of having to marry and deal with a snotty GI-Jane-dyke , only to be dragged into court and have the kids and house taken a few years later .	train	0.0
2510	30491816_3	I taught my son when he was 12 .	train	0.0
5073	30604422_1	Truly sad that we 've decreased education standards to make minority students more successful .	train	0.0
1834	14294481_1	I've just been reading through quite a few of them and I 'm pleased to say there seems to be quite a degree of support .	train	0.0
1111	13843751_2	I would prefer to get the lot of us together and tackle the real enemies of Northern Ireland and the Republic of Ireland ergo the Island of Ireland ... and the enemy is n't each other my brothers and sisters .	train	0.0
3213	13461050_1	More black-on-white savagery : YouTube - Racist Black gangs are targeting White men for hate crimes in Baltimore YouTube - White Boy Beat Up Because of Slavery YouTube - 32 gangbangers arrested in hate crime roundup for targeting Whites and Latinos YouTube - Violent , racist African immigrants	train	1.0
3271	13568780_1	No one is here to try to convert anyone .	train	0.0
4443	13592326_2	Compared to the stunningly beautiful white Swedish females she is just a barfy mixed breed dog .	train	1.0
3536	13582449_12	Hope you will find what you are looking for .	train	0.0
4236	30451877_3	Even if it 's all black or all Pakistani , that 's somehow `` diverse '' .	train	0.0
3481	12845602_2	Sixteen Jones , Die Antwoord 's daughter - YouTube	train	0.0
104	13595927_1	I can sincerely tell you that I am certain he was a beautiful man and I love names of honour and those which hold origo within our folklore . ... for him .	train	0.0
3094	30774456_1	Here is the link to our Youth Corps page , just click on the words !	train	0.0
1598	30559248_1	No need to allow FACTS to get in the way of a good White guilt message ! ... and the jew laughs loudly !	train	1.0
2828	30644879_1	Kinda strange he only wants to remember those so called six million , but not those who died because of communism during WW2 .	train	0.0
4582	31758320_2	That describes the mooleys very well , the signature haymaker .	train	0.0
